track_id,feature_list
b'TRATNJH128F1452449',"[298.84036000000003, -6.479, 187.46, 0.0, 0.627, 0.6509999999999999]"
b'TRATNKU128F92F60C1',"[176.66567, -13.414000000000001, 124.89299999999999, 0.4813690532756141, 0.512, 0.293]"
b'TRATNMX128F427C2FC',"[219.11465, -9.024, 101.241, 0.5162343840837891, 0.397, 0.318]"
b'TRATNNX128F426AA41',"[294.39955, -9.894, 87.001, 0.4555377219761734, 0.387, 0.41600000000000004]"
b'TRATNUJ128F1451E0C',"[216.37179, -8.023, 101.52600000000001, 0.3835242473277272, 0.711, 0.564]"
b'TRATNYK128F428F2D9',"[271.25506, -4.561, 177.255, 0.34752282682496044, 0.45899999999999996, 0.5479999999999999]"
b'TRATOAJ128F422F6A7',"[186.56608, -3.0860000000000003, 83.10799999999999, 0.5996026426495992, 0.257, 0.304]"
b'TRATOAL12903CE90D3',"[181.10648999999998, -9.737, 120.00200000000001, 0.4270153429835595, 1.0, 0.9690000000000001]"
b'TRATOBZ12903CBA6BC',"[162.87302, -7.89, 135.386, 0.3328377247782258, 0.377, 0.255]"
b'TRATOCB128F4220F9F',"[166.97423999999998, -24.399, 161.387, 0.302679047080524, 0.34700000000000003, 0.379]"
b'TRATOCH128F4285825',"[201.9522, -9.351, 175.628, 0.3604457658067229, 0.953, 0.772]"
b'TRATOFK128F422AD0C',"[235.28444, -10.703, 115.196, 0.326179708981642, 1.0, 0.7929999999999999]"
b'TRATOHB128F930270D',"[420.62322, -9.514, 200.03900000000002, 0.3706798339873494, 0.726, 0.442]"
b'TRATOHC128EF3460DA',"[306.18077, -4.118, 87.785, 0.4868254134991674, 0.0, 0.077]"
b'TRATOKV12903CDDF0F',"[138.16118, -10.654000000000002, 116.521, 0.0, 0.51, 0.5920000000000001]"
b'TRATOMT128F4285D7C',"[326.00771000000003, -8.28, 158.24200000000002, 0.3709629581106015, 0.23199999999999998, 0.336]"
b'TRATONC128F4299381',"[159.16363, -12.675, 108.49799999999999, 0.39082859550811405, 0.131, 0.226]"
b'TRATOQD128F9336A53',"[355.21261, -8.127, 96.931, 0.3311935373688433, 0.508, 0.627]"
b'TRATOQR128F426BAEE',"[145.55383, -10.905, 148.105, 0.4149852824388868, 0.48700000000000004, 0.593]"
b'TRATOVV128F93448E7',"[366.0273, -12.547, 85.95200000000001, 0.356795543166664, 0.094, 0.13]"
b'TRATOZH12903CFA6DC',"[295.10485, -36.037, 130.77, 0.3794085347618864, 0.0, 0.0]"
b'TRATPBM128F429EF3F',"[199.20934, -11.968, 108.162, 0.3668207876397976, 0.504, 0.445]"
b'TRATPCS128F146224A',"[130.7424, -6.388, 92.48200000000001, 0.5577556747785098, 0.094, 0.341]"
b'TRATPDA12903CB2D90',"[182.88281, -6.607, 119.39399999999999, 0.37842092149155787, 0.643, 0.5710000000000001]"
b'TRATPFO128F42A3A47',"[144.63955, -13.615, 86.28, 0.3394084863551408, 0.22, 0.38299999999999995]"
b'TRATPGP128F14700F8',"[102.79138, -10.745, 141.358, 0.41977664522963215, 0.804, 0.537]"
b'TRATPGR12903CEDED4',"[172.82567, -12.964, 80.12899999999999, 0.2187211375558276, 0.332, 0.484]"
b'TRATPHN128F4271011',"[182.25587, -8.533, 100.022, 0.3965213030824702, 0.076, 0.395]"
b'TRATPJK12903CBF745',"[156.02893, -9.931000000000001, 108.103, 0.3663557001692062, 0.5379999999999999, 0.535]"
b'TRATPKE128F1467FE7',"[501.13260999999994, -6.751, 125.999, 0.4219739682785169, 0.008, 0.171]"
b'TRATPRE128F931B12E',"[136.04526, -11.651, 124.648, 0.3517177511209014, 0.21600000000000003, 0.498]"
b'TRATPRU128F426E8AC',"[154.87955, -24.774, 130.975, 0.3755935825851729, 0.087, 0.336]"
b'TRATPUS128F4271260',"[159.00689, -11.024000000000001, 144.474, 0.3486301421593649, 0.08, 0.539]"
b'TRATPXY128F934FE34',"[121.10322, -19.271, 87.321, 0.3552020328262636, 0.28, 0.301]"
b'TRATPYS12903D079D7',"[129.82811999999998, -22.255, 77.081, 0.0, 0.263, 0.455]"
b'TRATPZY128F930CFD0',"[139.72853, -14.322000000000001, 71.337, 0.3825916380955341, 0.179, 0.5529999999999999]"
b'TRATQDK128F1489B3E',"[242.33751, -5.808, 119.98100000000001, 0.5122291893908338, 0.621, 0.513]"
b'TRATQHP128F421CDBA',"[274.99057, -3.154, 192.668, 0.5967756542279019, 0.18, 0.529]"
b'TRATQII12903CC785F',"[193.72363, -6.149, 180.012, 0.3983941070519857, 0.065, 0.507]"
b'TRATQNV12903CD6111',"[145.97179, -15.975, 135.39700000000002, 0.0, 0.0, 0.139]"
b'TRATQQC128F423851A',"[244.06159, -10.167, 118.509, 0.3906412358783116, 0.337, 0.39899999999999997]"
b'TRATQQQ128F93084BE',"[184.45016, -15.857000000000001, 104.32, 0.5172980180255892, 0.012, 0.12300000000000001]"
b'TRATQRH12903CE2B65',"[215.14404, -6.487, 128.769, 0.3709629581106015, 0.429, 0.423]"
b'TRATQSL128F932E2ED',"[217.96526, -8.486, 100.648, 0.7665454507572961, 0.248, 0.365]"
b'TRATQTC128F9358C8B',"[174.86321999999998, -18.697, 120.92299999999999, 0.32363492332544525, 0.42700000000000005, 0.48]"
b'TRATQUI128F9347C68',"[151.82322, -4.031000000000001, 157.751, 0.367464833037383, 0.414, 0.528]"
b'TRATQWS128F931E5EA',"[187.42812, -10.812999999999999, 54.398, 0.6389063767175533, 0.8320000000000001, 0.727]"
b'TRATQWZ128F93133F8',"[317.28281, -8.328, 125.02600000000001, 0.16261558232925394, 0.0, 0.128]"
b'TRATRDP128F4261581',"[34.55955, -22.785, 130.319, 0.3636108646465248, 0.106, 0.32799999999999996]"
b'TRATRER128EF3441CE',"[408.00608, -20.42, 62.216, 0.4737005012967777, 0.55, 0.67]"
b'TRATRGQ12903CB8465',"[187.24526, -9.181000000000001, 202.179, 0.36951156516797773, 0.022000000000000002, 0.22399999999999998]"
b'TRATRJL12903CAF484',"[252.23791, -14.6, 119.074, 0.3079020938694961, 0.078, 0.419]"
b'TRATRJV128F428D077',"[181.34159, -7.421, 97.98200000000001, 0.562506672288816, 0.055, 0.231]"
b'TRATRMT128F4249901',"[130.0371, -11.47, 135.599, 0.4607036744499976, 0.765, 0.626]"
b'TRATRMZ128F42A9AAC',"[395.83302000000003, -5.537999999999999, 134.115, 0.3779615323167277, 0.593, 0.593]"
b'TRATRPJ128F4291CA2',"[110.86322, -11.905, 119.86399999999999, 0.4770197895144525, 0.445, 0.44299999999999995]"
b'TRATRPK128F932D69F',"[323.23873, -6.792999999999999, 96.00399999999999, 0.29624881058023994, 0.221, 0.244]"
b'TRATRPT12903CE84EF',"[29.72689, -6.615, 83.226, 0.0, 0.297, 0.27899999999999997]"
b'TRATSNE128F427EDB6',"[397.58322000000004, -13.856, 125.241, 0.24306454234167216, 0.995, 0.8190000000000001]"
b'TRATSSL128F92F67BD',"[219.40200000000002, -11.999, 138.039, 0.4519985940693216, 0.078, 0.46299999999999997]"
b'TRATSUF12903CE90D5',"[208.79628, -11.318, 124.193, 0.4270153429835595, 0.363, 0.831]"
b'TRATSVH128F428A9BA',"[192.02567, -13.177999999999999, 82.654, 0.33287056693742817, 0.556, 0.6829999999999999]"
b'TRATSXR12903CE858B',"[164.12689, -4.638, 167.905, 0.3236373356428713, 0.75, 0.6890000000000001]"
b'TRATSYG12903CC4483',"[389.0673, -7.667000000000001, 196.09599999999998, 0.4241082774163539, 0.61, 0.583]"
b'TRATTAF128F147CA09',"[245.34159, -9.044, 104.0, 0.4152359329017383, 0.261, 0.35200000000000004]"
b'TRATTGP128F932854B',"[201.42975, -18.7, 124.391, 0.4148926124367487, 0.434, 0.449]"
b'TRATTGW128F427A82D',"[315.27137999999997, -6.611000000000001, 156.917, 0.5145225782656295, 0.618, 0.591]"
b'TRATTMO128F92D07B1',"[123.95057, -13.057, 129.418, 0.3144948365033237, 0.489, 0.54]"
b'TRATTMT128F149167B',"[251.66322000000002, -11.880999999999998, 152.44799999999998, 0.7665454507572961, 0.265, 0.434]"
b'TRATTNI128E0799697',"[246.09913999999998, -9.695, 119.06, 0.6701061728368459, 0.621, 0.609]"
b'TRATTRI12903CAF946',"[196.57098, -5.881, 130.119, 0.3871819416224756, 0.72, 0.556]"
b'TRATTRX128F92E764F',"[146.15465, -21.851999999999997, 143.031, 0.3507878908752816, 0.255, 0.523]"
b'TRATTTA128F9306B7F',"[217.86077000000003, -11.222000000000001, 97.99700000000001, 0.4100536226759701, 0.485, 0.621]"
b'TRATUBW128F92F3866',"[188.94322, -2.775, 58.135, 0.43425334123607984, 0.875, 0.642]"
b'TRATUFP12903CA5C1A',"[475.74159000000003, -13.5, 95.988, 0.2982275608907246, 0.155, 0.373]"
b'TRATUIA128F932CEC5',"[232.69832000000002, -5.619, 83.94200000000001, 0.2872559134404465, 0.36, 0.316]"
b'TRATUIK128F4225A26',"[177.47546, -9.874, 185.59799999999998, 0.2239836989207165, 0.545, 0.568]"
b'TRATUJR128F42693E6',"[180.71465, -18.018, 80.008, 0.31386609958029305, 0.758, 0.7609999999999999]"
b'TRATUPO128F9305A5C',"[200.25423999999998, -4.825, 140.119, 0.4459694344397172, 0.013999999999999999, 0.285]"
b'TRATUQG128F933A574',"[281.25995, -12.99, 169.71400000000003, 0.39717904259160935, 0.46399999999999997, 0.529]"
b'TRATUQR128F422F34D',"[295.28771, -5.492999999999999, 89.485, 0.5465451619554416, 0.772, 0.617]"
b'TRATUSS128F92FD5AA',"[207.85586999999998, -11.947000000000001, 174.628, 0.3353221299292441, 0.586, 0.467]"
b'TRATUUD128F9307F90',"[263.47057, -7.961, 228.46099999999998, 0.3448144687039853, 0.8240000000000001, 0.609]"
b'TRATVAI128F42281FE',"[75.93751, -3.148, 98.53299999999999, 0.44013471201542936, 0.536, 0.531]"
b'TRATVFX128F92F8B79',"[521.9522, -5.666, 95.321, 0.3528708714634033, 0.551, 0.33299999999999996]"
b'TRATVGT128F9310C89',"[155.19302, -28.326999999999998, 70.1, 0.25181562228446863, 0.46399999999999997, 0.539]"
b'TRATVGW128F934F185',"[131.02975, -15.415999999999999, 108.787, 0.24154581836329986, 0.6559999999999999, 0.591]"
b'TRATVHH12903D02556',"[61.988119999999995, -8.216000000000001, 148.57, 0.26803783963074496, 0.501, 0.442]"
b'TRATVMP128F92E6ACE',"[183.19628, -15.665, 160.343, 0.0, 0.005, 0.14]"
b'TRATVRH12903C9EE09',"[197.98158999999998, -5.727, 115.861, 0.3327371975770705, 0.557, 0.594]"
b'TRATVSQ128F92E368F',"[159.18975, -13.08, 156.868, 0.3303005838271262, 0.138, 0.5539999999999999]"
b'TRATWFN128F932CEF6',"[200.04526, -5.085, 180.733, 0.3046427246115416, 0.0, 0.196]"
b'TRATWFZ128F931D72F',"[239.41179, -7.556, 142.36700000000002, 0.3524101268104496, 0.257, 0.368]"
b'TRATWGI128F42669C8',"[187.34975, -8.806000000000001, 144.722, 0.3832114222159265, 0.8540000000000001, 0.594]"
b'TRATWHC128F42644DA',"[197.51138, -9.825, 92.64299999999999, 0.3534418530059815, 0.556, 0.138]"
b'TRATWHT128F4259F82',"[218.98404, -8.504, 123.586, 0.3738328943653639, 0.72, 0.659]"
b'TRATWLW128F4283E6E',"[247.7971, -10.156, 90.0, 0.21752089145303746, 0.887, 0.815]"
b'TRATWQQ128F426F1EC',"[259.86567, -12.177999999999999, 93.22, 0.3558990384589251, 0.6, 0.51]"
b'TRATWTC128F4291AB3',"[152.0322, -18.299, 105.169, 0.25366003511709817, 0.376, 0.498]"
b'TRATWTI128F933B617',"[187.97669, -3.96, 103.995, 0.2463407135623725, 0.254, 0.348]"
b'TRATWUA128F425764B',"[233.37751, -9.917, 97.001, 0.3745312554413246, 0.521, 0.298]"
b'TRATWUD128F9309671',"[231.36607999999998, -6.952999999999999, 97.958, 0.3782082705716543, 0.033, 0.389]"
b'TRATWUQ12903CBB990',"[213.65506000000002, -10.543, 130.042, 0.3972389224786172, 0.491, 0.46399999999999997]"
b'TRATWYC12903CE60D6',"[281.23382999999995, -6.9910000000000005, 120.085, 0.5418889720336469, 0.001, 0.063]"
b'TRATXBC128EF34B540',"[394.23955, -16.535999999999998, 106.479, 0.2912710299960676, 0.608, 0.75]"
b'TRATXHO128F9338653',"[134.3473, -9.182, 103.755, 0.36016349140867365, 0.8220000000000001, 0.649]"
b'TRATXIS128F92D9676',"[266.9971, -6.513999999999999, 126.649, 0.4292610290645234, 0.247, 0.20600000000000002]"
b'TRATXMS128EF340BEC',"[227.57832000000002, -6.404, 95.585, 0.7014047658042529, 0.004, 0.11599999999999999]"
b'TRATXSW128F4243364',"[137.9522, -11.877, 156.804, 0.4603895823113582, 0.204, 0.348]"
b'TRATXYI128F42AC8F2',"[280.2673, -4.936, 93.037, 0.3543696158071208, 0.716, 0.6920000000000001]"
b'TRATYCL12903CECAAC',"[135.36608, -12.965, 154.783, 0.625428356113374, 0.531, 0.516]"
b'TRATYGE128F149D0B1',"[263.33995, -4.006, 91.76700000000001, 0.3302126989009335, 0.287, 0.33299999999999996]"
b'TRATYGR128F427D08C',"[327.99302, -7.843, 96.02, 0.4496939977678286, 0.5, 0.371]"
b'TRATYIA128F92DECEA',"[257.09668999999997, -7.352, 129.977, 0.239559709696826, 0.486, 0.537]"
b'TRATYIC12903CF15E6',"[209.26649, -12.209000000000001, 156.371, 0.0, 0.035, 0.294]"
b'TRATYJI128F4255D27',"[212.71465, -4.336, 109.984, 0.33593311602215925, 0.5770000000000001, 0.574]"
b'TRATYKD12903CF5C27',"[224.93995, -10.925, 129.988, 0.29014018767480004, 0.081, 0.37]"
b'TRATYLP12903CC7EA4',"[218.74892999999997, -9.325, 158.91299999999998, 0.0, 0.956, 0.81]"
b'TRATYNL128F429D572',"[198.13832, -15.585, 71.285, 0.3913705872180896, 0.311, 0.451]"
b'TRATYPJ128F42669D5',"[348.76036, -9.086, 129.151, 0.3832114222159265, 0.41600000000000004, 0.45799999999999996]"
b'TRATYQP12903CF5881',"[249.44281, -9.94, 93.975, 0.3531562974667231, 0.846, 0.621]"
b'TRATYVV128F931CF6E',"[190.04036000000002, -22.166, 82.286, 0.4165039463700261, 0.546, 0.608]"
b'TRATYYP128F9335EE9',"[213.10648999999998, -6.109, 98.02799999999999, 0.4813393085742319, 0.38299999999999995, 0.494]"
b'TRATYZP128F4236CBD',"[235.49342000000001, -9.396, 129.871, 0.36005330653898404, 0.479, 0.498]"
b'TRATZBC128F933A552',"[228.49261, -13.525, 151.064, 0.39717904259160935, 0.802, 0.7240000000000001]"
b'TRATZDT12903CAECE5',"[337.08362999999997, -7.775, 218.093, 0.31284833094320696, 0.457, 0.39299999999999996]"
b'TRATZLF128F4273C2B',"[268.90404, -15.519, 138.63, 0.5172980180255892, 0.852, 0.785]"
b'TRATZNW128F427101D',"[113.42322, -11.325999999999999, 184.52900000000002, 0.3582852521807958, 0.0, 0.0]"
b'TRATZPD12903CC99FB',"[243.56526000000002, -5.683, 102.429, 0.4773108810670025, 0.376, 0.40299999999999997]"
b'TRATZQS128F1467D4B',"[205.50485, -16.619, 94.48, 0.5324458709594074, 0.39299999999999996, 0.546]"
b'TRATZRV128F42B3F1B',"[19.12118, -18.83, 45.553999999999995, 0.41889470470197177, 0.0, 0.0]"
b'TRATZXK12903CD8CFB',"[235.04934, -9.338, 167.873, 0.4726707410530066, 0.131, 0.33399999999999996]"
b'TRAUACD12903CEF021',"[243.01668999999998, -8.578, 88.008, 0.4225755234173201, 0.863, 0.685]"
b'TRAUAHG128F931C55F',"[280.31955, -9.198, 109.96, 0.3936608679237098, 0.46, 0.43799999999999994]"
b'TRAUAIF128F931AABA',"[217.62567, -11.875, 63.153999999999996, 0.352620791135667, 0.531, 0.54]"
b'TRAUALF128E0781331',"[249.93913999999998, -7.0329999999999995, 171.918, 0.6051911529647471, 0.857, 0.583]"
b'TRAUALM128E0784FF4',"[240.53506000000002, -17.041, 95.995, 0.3653021909738527, 0.8290000000000001, 0.9990000000000001]"
b'TRAUAMA128C71965E5',"[334.31465, -12.763, 146.392, 0.4652702100858289, 0.605, 0.4]"
b'TRAUAQR128F9349BE2',"[253.41342000000003, -16.307000000000002, 114.303, 0.39246914112368464, 0.763, 0.7440000000000001]"
b'TRAUARF128F9337BD4',"[301.73995, -8.874, 141.002, 0.34833290898056585, 0.456, 0.48100000000000004]"
b'TRAUAZA128F424847C',"[147.64363, -12.062999999999999, 97.169, 0.5054531534296305, 0.516, 0.569]"
b'TRAUAZA12903CE27E8',"[342.20363, -13.774000000000001, 134.132, 0.0, 0.0, 0.075]"
b'TRAUBDS128F931A703',"[208.66567, -3.639, 138.536, 0.5924394855278091, 0.11800000000000001, 0.256]"
b'TRAUBHS128F426F902',"[381.70077000000003, -9.421, 120.09299999999999, 0.25230519703538673, 0.001, 0.134]"
b'TRAUBKK128F4254C97',"[225.77587000000003, -6.937, 83.831, 0.4132378839245448, 0.873, 0.603]"
b'TRAUBMP128F9307E1C',"[227.57832000000002, -5.534, 165.145, 0.5723739798995029, 0.8590000000000001, 0.512]"
b'TRAUBMV12903CA3379',"[183.43138000000002, -11.333, 124.113, 0.2618223854964904, 0.604, 0.494]"
b'TRAUBNN128F4298B31',"[239.0722, -7.38, 134.941, 0.5058831686836971, 0.514, 0.562]"
b'TRAUBOA128F9312C2D',"[188.21178999999998, -8.969, 116.975, 0.0, 0.893, 0.7979999999999999]"
b'TRAUBPL128F92E34F4',"[246.54322000000002, -6.212000000000001, 100.071, 0.1822198088157543, 0.684, 0.7]"
b'TRAUBQD12903CBEE9A',"[190.85016000000002, -11.809000000000001, 109.318, 0.306947608643182, 0.28300000000000003, 0.268]"
b'TRAUBRC128F92EF13F',"[212.63627999999997, -12.617, 87.669, 0.3691026892805837, 0.0, 0.312]"
b'TRAUBYD12903CEB7FF',"[228.98892999999998, -11.042, 85.33, 0.0, 0.54, 0.337]"
b'TRAUCBH128F4275052',"[270.78485, -12.664000000000001, 131.011, 0.4736131893753991, 1.0, 0.96]"
b'TRAUCCU128EF342E18',"[204.19873, -13.57, 231.264, 0.4935668426965597, 0.7040000000000001, 0.485]"
b'TRAUCHW128F9343FE2',"[251.40200000000002, -7.2, 85.209, 0.3222207489135164, 0.07, 0.507]"
b'TRAUCIQ12903D00769',"[143.15057, -4.737, 205.016, 0.3470069209304056, 0.27399999999999997, 0.444]"
b'TRAUCJF12903D080F2',"[192.10404, -7.178999999999999, 123.36, 0.3953139304385204, 0.013999999999999999, 0.301]"
b'TRAUCJN12903CB6A24',"[267.7024, -18.479, 81.97399999999999, 0.0, 0.6829999999999999, 0.5479999999999999]"
b'TRAUCKR128F428C915',"[278.33423999999997, -13.083, 95.508, 0.28805028537557953, 0.441, 0.647]"
b'TRAUCME128F422A115',"[218.48771000000002, -23.596, 67.452, 0.2788650405012439, 0.741, 0.47100000000000003]"
b'TRAUCNU128F42671EB',"[194.87302, -8.402999999999999, 165.00599999999997, 0.5406306862249688, 0.35100000000000003, 0.318]"
b'TRAUCOY128F92FD6AC',"[288.02567, -11.088, 93.71600000000001, 0.4024958799867582, 0.449, 0.515]"
b'TRAUCPI128F4224350',"[163.91791, -15.832, 96.98200000000001, 0.35303574014515915, 0.258, 0.39799999999999996]"
b'TRAUCPN128F4290BDC',"[201.82159, -9.926, 125.01299999999999, 0.3070843081171468, 0.006, 0.24100000000000002]"
b'TRAUCRP128F931364D',"[156.83873, -5.9239999999999995, 108.279, 0.4641888246173276, 0.27, 0.29600000000000004]"
b'TRAUCSN128F148CB99',"[64.70485, -23.129, 81.229, 0.41926546930086506, 0.187, 0.302]"
b'TRAUCTG128F4241F69',"[451.02975, -5.9270000000000005, 85.32600000000001, 0.3151038705023589, 0.163, 0.24]"
b'TRAUCUG128F92F99CA',"[242.93832, -9.988999999999999, 95.035, 0.2447904503325335, 0.387, 0.414]"
b'TRAUCVY12903CF2B1E',"[213.39382999999998, -9.559, 162.101, 0.3470069209304056, 0.155, 0.214]"
b'TRAUCXI128F4216A3D',"[199.00036, -16.595, 126.999, 0.36908373879464335, 0.21600000000000003, 0.368]"
b'TRAUCZX128F149D9AE',"[209.08363, -7.56, 116.625, 0.4225074508261564, 0.45399999999999996, 0.55]"
b'TRAUDFG128F423AC77',"[62.92853, -23.563000000000002, 160.546, 0.3602004478694047, 0.7120000000000001, 0.6809999999999999]"
b'TRAUDGS128F92FC6AE',"[79.64689, -7.704, 124.906, 0.3883596165085557, 0.349, 0.47700000000000004]"
b'TRAUDHC12903CE6B13',"[224.65261, -6.278, 105.21, 0.4022031015113621, 0.56, 0.679]"
b'TRAUDIS12903CC453A',"[170.44853, -9.741, 106.68700000000001, 0.3624119310741654, 0.537, 0.5489999999999999]"
b'TRAUDIU128F933AD92',"[307.80036, -17.336, 68.479, 0.356795543166664, 1.0, 0.878]"
b'TRAUDNM12903CDEF32',"[175.5424, -4.982, 181.03, 0.44071511458390994, 0.0, 0.136]"
b'TRAUDRC128F148D15E',"[322.97751, -13.865, 139.015, 0.4249403308027947, 0.331, 0.557]"
b'TRAUDRR128F1484388',"[115.43465, -21.276999999999997, 61.349, 0.24251484921019165, 0.10800000000000001, 0.389]"
b'TRAUDSV128F425E8A3',"[325.35465, -12.375, 74.045, 0.29682395079510554, 0.915, 0.672]"
b'TRAUDWB128F9318EA4',"[224.31302000000002, -4.62, 121.978, 0.528614974324017, 0.19399999999999998, 0.43799999999999994]"
b'TRAUDYH128F9301EF1',"[245.34159, -6.521, 117.339, 0.5762946511398908, 0.0, 0.091]"
b'TRAUDZF128F147217A',"[251.92444, -12.262, 120.87799999999999, 0.36584157406786777, 0.565, 0.684]"
b'TRAUEGP128F429B06C',"[192.41751000000002, -16.922, 126.273, 0.31386609958029305, 0.7290000000000001, 0.74]"
b'TRAUEHX12903CA6E22',"[283.74159, -8.606, 96.59100000000001, 0.05018763941191754, 0.315, 0.308]"
b'TRAUEIR128F934E644',"[244.32281, -7.468, 192.063, 0.3380744861514322, 0.10400000000000001, 0.45899999999999996]"
b'TRAUEIZ128F14AE167',"[232.22812000000002, -5.165, 120.02799999999999, 0.3959995227349379, 0.6759999999999999, 0.515]"
b'TRAUENF128F931FC35',"[266.89261, -5.268, 149.069, 0.4274792414593621, 0.804, 0.581]"
b'TRAUEVU128F42B7B0A',"[161.35791, -8.667, 86.819, 0.4538502653305246, 0.0, 0.245]"
b'TRAUEWN128F932C32C',"[197.25016000000002, -9.31, 180.09400000000002, 0.3942171989010042, 0.5479999999999999, 0.29100000000000004]"
b'TRAUEYX12903CEAF48',"[249.28607999999997, -10.414000000000001, 139.999, 0.5051816158691929, 0.263, 0.355]"
b'TRAUFCU128F42882B7',"[136.30649, -11.234000000000002, 150.519, 0.6430722926109408, 0.07200000000000001, 0.526]"
b'TRAUFDN128E07926A5',"[231.33995, -7.99, 159.975, 0.4010902536615353, 0.42100000000000004, 0.252]"
b'TRAUFHQ128F9304F9B',"[284.682, -11.220999999999998, 153.667, 0.33504177703727017, 0.061, 0.48700000000000004]"
b'TRAUFLM128F42AECDC',"[1.04444, -23.555, 0.0, 0.6072572795814319, 0.0, 0.0]"
b'TRAUFLO12903CCE816',"[190.22322, -8.221, 161.486, 0.3029429278513657, 0.85, 0.645]"
b'TRAUFRH128F93502AC',"[224.02567000000002, -17.660999999999998, 85.56, 0.36650217418645376, 0.7090000000000001, 0.6829999999999999]"
b'TRAUFRK128F147C548',"[168.93341999999998, -11.71, 195.005, 0.4667756219262354, 0.0, 0.248]"
b'TRAUFRR128F930B7CC',"[236.14649, -2.653, 94.99799999999999, 0.3559056297814026, 0.344, 0.55]"
b'TRAUFZP12903CF266F',"[329.24689, -8.158999999999999, 151.67600000000002, 0.3712375735813507, 0.7020000000000001, 0.6579999999999999]"
b'TRAUFZY12903CD738A',"[241.60608, -7.724, 160.68, 0.4965081187205733, 0.391, 0.501]"
b'TRAUGHD128F42A8B9B',"[405.41995, -7.495, 92.699, 0.34829519678616305, 0.545, 0.508]"
b'TRAUGIS128F92EB03D',"[173.24363, -20.884, 95.27799999999999, 0.281887097438807, 0.6829999999999999, 0.652]"
b'TRAUGLQ128F1495E6D',"[161.59302, -19.397000000000002, 179.609, 0.4176014882482267, 0.51, 0.498]"
b'TRAUGLZ128F14AE500',"[208.50893, -21.715999999999998, 93.542, 0.34424658036403843, 0.5579999999999999, 0.669]"
b'TRAUGNY12903CFEFB5',"[160.31302, -11.242, 120.09100000000001, 0.40105970661763146, 0.706, 0.68]"
b'TRAUGQI128F4295BD1',"[208.79628, -2.983, 199.00400000000002, 0.5701920146449146, 0.529, 0.662]"
b'TRAUGRD128F425E997',"[205.45261000000002, -6.692, 143.864, 0.4157484755361021, 0.593, 0.581]"
b'TRAUGRP128F92D84A5',"[236.5122, -14.249, 91.16, 0.3265559051117419, 0.013999999999999999, 0.531]"
b'TRAUGTI128F4273726',"[608.23465, -10.289000000000001, 127.99600000000001, 0.4279036978477848, 0.7929999999999999, 0.632]"
b'TRAUGTX128F92DCEFD',"[351.73832000000004, -12.302, 124.471, 0.3847637879847192, 0.342, 0.301]"
b'TRAUGVF128F92EFCF8',"[169.63873, -14.257, 123.531, 0.3796512190020614, 0.624, 0.608]"
b'TRAUGWE128F42670DB',"[312.76363, -13.455, 123.352, 0.4648862571321493, 0.386, 0.38]"
b'TRAUGWY12903C9D7BE',"[143.67302, -15.315999999999999, 128.636, 0.0, 0.447, 0.526]"
b'TRAUGYG128F428A174',"[81.10975, -3.8689999999999998, 168.752, 0.5420546314637725, 0.47200000000000003, 0.397]"
b'TRAUHJH128F92CA20E',"[171.65016, -20.075, 84.73700000000001, 0.31311203183459, 0.619, 0.624]"
b'TRAUHOO12903CCEC82',"[252.3424, -5.641, 179.888, 0.3395324203493744, 1.0, 0.76]"
b'TRAUHQT128F932AF4F',"[235.31057, -18.637999999999998, 63.993, 0.29682395079510554, 0.363, 0.58]"
b'TRAUHRT128F4283B17',"[298.10893, -9.226, 120.016, 0.33536857774641954, 0.563, 0.581]"
b'TRAUHVP128F933657C',"[433.94567, -7.77, 89.385, 0.37456025292704015, 0.114, 0.46]"
b'TRAUHXR12903CBDFE4',"[399.82975, -7.715, 140.077, 0.4851982631437949, 0.23800000000000002, 0.4]"
b'TRAUHZI12903CF91BE',"[167.20934, -24.081999999999997, 80.959, 0.31907462389548225, 0.106, 0.465]"
b'TRAUIBK128F9345A79',"[140.06812, -4.564, 205.553, 0.3766886310220993, 0.435, 0.578]"
b'TRAUIGU128F92EA6DA',"[274.54649, -9.748, 154.01, 0.272385459553457, 0.917, 0.5489999999999999]"
b'TRAUIHC128F427EEF9',"[237.68771, -24.905, 105.641, 0.4736131893753991, 0.8690000000000001, 0.547]"
b'TRAUIMO128F147C31C',"[302.86322, -7.837999999999999, 129.316, 0.3775930817718952, 0.33799999999999997, 0.53]"
b'TRAUIMQ128F14932D0',"[155.58485, -15.88, 90.27799999999999, 0.0, 0.031, 0.29]"
b'TRAUIOQ128F92EDC51',"[122.64443999999999, -10.18, 173.669, 0.4140794730317521, 0.322, 0.38299999999999995]"
b'TRAUISB128F423D3F0',"[291.91791, -13.75, 103.258, 0.37772033838447294, 0.7759999999999999, 0.54]"
b'TRAUIXE128F148437B',"[67.05587, -24.522, 110.93299999999999, 0.24251484921019165, 0.0, 0.0]"
b'TRAUIYH128E078DA2F',"[168.77669, -13.478, 92.76, 0.3275438133781237, 1.0, 0.902]"
b'TRAUJEB128F4240FD4',"[200.12363, -18.896, 118.596, 0.3690768705489907, 0.5760000000000001, 0.5]"
b'TRAUJEV128F92E3176',"[232.48934, -6.327000000000001, 99.977, 0.3608132345735625, 0.698, 0.7290000000000001]"
